case_id,rel_dir,path_03,path_02,path_inf,path_infx,fs,n_intervals,n_rows,inception_s,variant,state,severity_pct,phase,load_pct,load_label,is_extra,group_id,motor_start,load_change,fault_start,fault_end,hreg_start,hreg_end,freg_start,freg_end
TT_fault_Data_4_Phase_a_4_4_80,TT fault Data\4%\Phase_a_4%\4%_80%,D:\Naveen\TT fault Data\4%\Phase_a_4%\4%_80%\TTfault_25k_phase_a_4%_loading_4%_03.out,D:\Naveen\TT fault Data\4%\Phase_a_4%\4%_80%\TTfault_25k_phase_a_4%_loading_4%_02.out,D:\Naveen\TT fault Data\4%\Phase_a_4%\4%_80%\TT25kphasea4load80.inf,D:\Naveen\TT fault Data\4%\Phase_a_4%\4%_80%\TT25kphasea4load80.infx,25000.0,250000,250001,7.2,,faulty,4.0,A,80,80,False,TT_s4.0_pA_l80,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_4_Phase_a_4_4_NL,TT fault Data\4%\Phase_a_4%\4%_NL%,D:\Naveen\TT fault Data\4%\Phase_a_4%\4%_NL%\TTfault_25k_phase_a_4%_loading_NL_03.out,D:\Naveen\TT fault Data\4%\Phase_a_4%\4%_NL%\TTfault_25k_phase_a_4%_loading_NL_02.out,D:\Naveen\TT fault Data\4%\Phase_a_4%\4%_NL%\TT25kphasea4loadNL.inf,D:\Naveen\TT fault Data\4%\Phase_a_4%\4%_NL%\TT25kphasea4loadNL.infx,25000.0,250000,250001,7.2,,faulty,4.0,A,0,NL,False,TT_s4.0_pA_lNL,50000,,180000.0,200000.0,80000,179500,180500.0,199500.0
TT_fault_Data_4_Phase_b_4_4_100,TT fault Data\4%\Phase_b_4%\4%_100%,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_100%\TTfault_25k_phase_b_4%_loading_100%_03.out,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_100%\TTfault_25k_phase_b_4%_loading_100%_02.out,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_100%\TT25kphaseb4load100.inf,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_100%\TT25kphaseb4load100.infx,25000.0,250000,250001,7.2,,faulty,4.0,B,100,100,False,TT_s4.0_pB_l100,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_4_Phase_b_4_4_20,TT fault Data\4%\Phase_b_4%\4%_20%,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_20%\TTfault_25k_phase_b_4%_loading_20%_03.out,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_20%\TTfault_25k_phase_b_4%_loading_20%_02.out,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_20%\TT25kphaseb4load20.inf,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_20%\TT25kphaseb4load20.infx,25000.0,250000,250001,7.2,,faulty,4.0,B,20,20,False,TT_s4.0_pB_l20,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_4_Phase_b_4_4_40,TT fault Data\4%\Phase_b_4%\4%_40%,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_40%\TTfault_25k_phase_b_4%_loading_40%_03.out,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_40%\TTfault_25k_phase_b_4%_loading_40%_02.out,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_40%\TT25kphaseb4load40.inf,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_40%\TT25kphaseb4load40.infx,25000.0,250000,250001,7.2,,faulty,4.0,B,40,40,False,TT_s4.0_pB_l40,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_4_Phase_b_4_4_60,TT fault Data\4%\Phase_b_4%\4%_60%,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_60%\TTfault_25k_phase_b_4%_loading_60%_03.out,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_60%\TTfault_25k_phase_b_4%_loading_60%_02.out,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_60%\TT25kphaseb4load60.inf,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_60%\TT25kphaseb4load60.infx,25000.0,250000,250001,7.2,,faulty,4.0,B,60,60,False,TT_s4.0_pB_l60,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_4_Phase_b_4_4_80,TT fault Data\4%\Phase_b_4%\4%_80%,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_80%\TTfault_25k_phase_b_4%_loading_80%_03.out,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_80%\TTfault_25k_phase_b_4%_loading_80%_02.out,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_80%\TT25kphaseb4load80.inf,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_80%\TT25kphaseb4load80.infx,25000.0,250000,250001,7.2,,faulty,4.0,B,80,80,False,TT_s4.0_pB_l80,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_4_Phase_b_4_4_NL,TT fault Data\4%\Phase_b_4%\4%_NL%,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_NL%\TTfault_25k_phase_b_4%_loading_NL_03.out,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_NL%\TTfault_25k_phase_b_4%_loading_NL_02.out,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_NL%\TT25kphaseb4loadNL.inf,D:\Naveen\TT fault Data\4%\Phase_b_4%\4%_NL%\TT25kphaseb4loadNL.infx,25000.0,250000,250001,7.2,,faulty,4.0,B,0,NL,False,TT_s4.0_pB_lNL,50000,,180000.0,200000.0,80000,179500,180500.0,199500.0
TT_fault_Data_4_Phase_c_4_4_100,TT fault Data\4%\Phase_c_4%\4%_100%,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_100%\TTfault_25k_phase_c_4%_loading_100%_03.out,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_100%\TTfault_25k_phase_c_4%_loading_100%_02.out,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_100%\TT25kphasec4load100.inf,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_100%\TT25kphasec4load100.infx,25000.0,250000,250001,7.2,,faulty,4.0,C,100,100,False,TT_s4.0_pC_l100,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_4_Phase_c_4_4_20,TT fault Data\4%\Phase_c_4%\4%_20%,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_20%\TTfault_25k_phase_c_4%_loading_20%_03.out,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_20%\TTfault_25k_phase_c_4%_loading_20%_02.out,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_20%\TT25kphasec4load20.inf,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_20%\TT25kphasec4load20.infx,25000.0,250000,250001,7.2,,faulty,4.0,C,20,20,False,TT_s4.0_pC_l20,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_4_Phase_c_4_4_40,TT fault Data\4%\Phase_c_4%\4%_40%,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_40%\TTfault_25k_phase_c_4%_loading_40%_03.out,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_40%\TTfault_25k_phase_c_4%_loading_40%_02.out,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_40%\TT25kphasec4load40.inf,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_40%\TT25kphasec4load40.infx,25000.0,250000,250001,7.2,,faulty,4.0,C,40,40,False,TT_s4.0_pC_l40,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_4_Phase_c_4_4_60,TT fault Data\4%\Phase_c_4%\4%_60%,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_60%\TTfault_25k_phase_c_4%_loading_60%_03.out,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_60%\TTfault_25k_phase_c_4%_loading_60%_02.out,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_60%\TT25kphasec4load60.inf,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_60%\TT25kphasec4load60.infx,25000.0,250000,250001,7.2,,faulty,4.0,C,60,60,False,TT_s4.0_pC_l60,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_4_Phase_c_4_4_80,TT fault Data\4%\Phase_c_4%\4%_80%,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_80%\TTfault_25k_phase_c_4%_loading_80%_03.out,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_80%\TTfault_25k_phase_c_4%_loading_80%_02.out,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_80%\TT25kphasec4load80.inf,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_80%\TT25kphasec4load80.infx,25000.0,250000,250001,7.2,,faulty,4.0,C,80,80,False,TT_s4.0_pC_l80,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_4_Phase_c_4_4_NL,TT fault Data\4%\Phase_c_4%\4%_NL%,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_NL%\TTfault_25k_phase_c_4%_loading_NL_03.out,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_NL%\TTfault_25k_phase_c_4%_loading_NL_02.out,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_NL%\TT25kphasec4loadNL.inf,D:\Naveen\TT fault Data\4%\Phase_c_4%\4%_NL%\TT25kphasec4loadNL.infx,25000.0,250000,250001,7.2,,faulty,4.0,C,0,NL,False,TT_s4.0_pC_lNL,50000,,180000.0,200000.0,80000,179500,180500.0,199500.0
TT_fault_Data_5_Phase_a_5_5_100,TT fault Data\5%\Phase_a_5%\5%_100%,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_100%\TTfault_25k_phase_a_5%_loading_100%_03.out,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_100%\TTfault_25k_phase_a_5%_loading_100%_02.out,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_100%\TT25kphasea5load100.inf,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_100%\TT25kphasea5load100.infx,25000.0,250000,250001,7.2,,faulty,5.0,A,100,100,False,TT_s5.0_pA_l100,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_5_Phase_a_5_5_20,TT fault Data\5%\Phase_a_5%\5%_20%,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_20%\TTfault_25k_phase_a_5%_loading_20%_03.out,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_20%\TTfault_25k_phase_a_5%_loading_20%_02.out,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_20%\TT25kphasea5load20.inf,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_20%\TT25kphasea5load20.infx,25000.0,250000,250001,7.2,,faulty,5.0,A,20,20,False,TT_s5.0_pA_l20,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_5_Phase_a_5_5_40,TT fault Data\5%\Phase_a_5%\5%_40%,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_40%\TTfault_25k_phase_a_5%_loading_40%_03.out,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_40%\TTfault_25k_phase_a_5%_loading_40%_02.out,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_40%\TT25kphasea5load40.inf,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_40%\TT25kphasea5load40.infx,25000.0,250000,250001,7.2,,faulty,5.0,A,40,40,False,TT_s5.0_pA_l40,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_5_Phase_a_5_5_60,TT fault Data\5%\Phase_a_5%\5%_60%,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_60%\TTfault_25k_phase_a_5%_loading_60%_03.out,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_60%\TTfault_25k_phase_a_5%_loading_60%_02.out,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_60%\TT25kphasea5load60.inf,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_60%\TT25kphasea5load60.infx,25000.0,250000,250001,7.2,,faulty,5.0,A,60,60,False,TT_s5.0_pA_l60,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_5_Phase_a_5_5_80,TT fault Data\5%\Phase_a_5%\5%_80%,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_80%\TTfault25kphaseA5Ploading80_03.out,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_80%\TTfault25kphaseA5Ploading80_02.out,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_80%\TTfault25kphaseA5Ploading80.inf,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_80%\TTfault25kphaseA5Ploading80.infx,25000.0,250000,250001,7.2,,faulty,5.0,A,80,80,False,TT_s5.0_pA_l80,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_5_Phase_a_5_5_NL,TT fault Data\5%\Phase_a_5%\5%_NL%,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_NL%\TTfault_25k_phase_a_5%_loading_NL_03.out,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_NL%\TTfault_25k_phase_a_5%_loading_NL_02.out,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_NL%\TT25kphasea5loadNL.inf,D:\Naveen\TT fault Data\5%\Phase_a_5%\5%_NL%\TT25kphasea5loadNL.infx,25000.0,250000,250001,7.2,,faulty,5.0,A,0,NL,False,TT_s5.0_pA_lNL,50000,,180000.0,200000.0,80000,179500,180500.0,199500.0
TT_fault_Data_5_Phase_b_5_5_100,TT fault Data\5%\Phase_b_5%\5%_100%,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_100%\TTfault25kphaseB5Ploading100_03.out,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_100%\TTfault25kphaseB5Ploading100_02.out,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_100%\TTfault25kphaseB5Ploading100.inf,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_100%\TTfault25kphaseB5Ploading100.infx,25000.0,250000,250001,7.2,,faulty,5.0,B,100,100,False,TT_s5.0_pB_l100,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_5_Phase_b_5_5_20,TT fault Data\5%\Phase_b_5%\5%_20%,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_20%\TTfault_25k_phase_b_5%_loading_20%_03.out,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_20%\TTfault_25k_phase_b_5%_loading_20%_02.out,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_20%\TT25kphaseb5load20.inf,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_20%\TT25kphaseb5load20.infx,25000.0,250000,250001,7.2,,faulty,5.0,B,20,20,False,TT_s5.0_pB_l20,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_5_Phase_b_5_5_40,TT fault Data\5%\Phase_b_5%\5%_40%,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_40%\TTfault_25k_phase_b_5%_loading_40%_03.out,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_40%\TTfault_25k_phase_b_5%_loading_40%_02.out,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_40%\TT25kphaseb5load40.inf,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_40%\TT25kphaseb5load40.infx,25000.0,250000,250001,7.2,,faulty,5.0,B,40,40,False,TT_s5.0_pB_l40,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_5_Phase_b_5_5_60,TT fault Data\5%\Phase_b_5%\5%_60%,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_60%\TTfault_25k_phase_b_5%_loading_60%_03.out,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_60%\TTfault_25k_phase_b_5%_loading_60%_02.out,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_60%\TT25kphaseb5load60.inf,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_60%\TT25kphaseb5load60.infx,25000.0,250000,250001,7.2,,faulty,5.0,B,60,60,False,TT_s5.0_pB_l60,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_5_Phase_b_5_5_80,TT fault Data\5%\Phase_b_5%\5%_80%,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_80%\TTfault_25k_phase_b_5%_loading_80%_03.out,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_80%\TTfault_25k_phase_b_5%_loading_80%_02.out,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_80%\TT25kphaseb5load80.inf,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_80%\TT25kphaseb5load80.infx,25000.0,250000,250001,7.2,,faulty,5.0,B,80,80,False,TT_s5.0_pB_l80,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_5_Phase_b_5_5_NL,TT fault Data\5%\Phase_b_5%\5%_NL%,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_NL%\TTfault_25k_phase_b_5%_loading_NL_03.out,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_NL%\TTfault_25k_phase_b_5%_loading_NL_02.out,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_NL%\TT25kphaseb5loadNL.inf,D:\Naveen\TT fault Data\5%\Phase_b_5%\5%_NL%\TT25kphaseb5loadNL.infx,25000.0,250000,250001,7.2,,faulty,5.0,B,0,NL,False,TT_s5.0_pB_lNL,50000,,180000.0,200000.0,80000,179500,180500.0,199500.0
TT_fault_Data_5_Phase_c_5_5_100,TT fault Data\5%\Phase_c_5%\5%_100%,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_100%\TTfault_25k_phase_c_5%_loading_100%_03.out,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_100%\TTfault_25k_phase_c_5%_loading_100%_02.out,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_100%\TT25kphasec5load100.inf,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_100%\TT25kphasec5load100.infx,25000.0,250000,250001,7.2,,faulty,5.0,C,100,100,False,TT_s5.0_pC_l100,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_5_Phase_c_5_5_20,TT fault Data\5%\Phase_c_5%\5%_20%,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_20%\TTfault_25k_phase_c_5%_loading_20%_03.out,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_20%\TTfault_25k_phase_c_5%_loading_20%_02.out,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_20%\TT25kphasec5load20.inf,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_20%\TT25kphasec5load20.infx,25000.0,250000,250001,7.2,,faulty,5.0,C,20,20,False,TT_s5.0_pC_l20,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_5_Phase_c_5_5_40,TT fault Data\5%\Phase_c_5%\5%_40%,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_40%\TTfault_25k_phase_c_5%_loading_40%_03.out,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_40%\TTfault_25k_phase_c_5%_loading_40%_02.out,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_40%\TT25kphasec5load40.inf,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_40%\TT25kphasec5load40.infx,25000.0,250000,250001,7.2,,faulty,5.0,C,40,40,False,TT_s5.0_pC_l40,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_5_Phase_c_5_5_60,TT fault Data\5%\Phase_c_5%\5%_60%,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_60%\TTfault_25k_phase_c_5%_loading_60%_03.out,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_60%\TTfault_25k_phase_c_5%_loading_60%_02.out,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_60%\TT25kphasec5load60.inf,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_60%\TT25kphasec5load60.infx,25000.0,250000,250001,7.2,,faulty,5.0,C,60,60,False,TT_s5.0_pC_l60,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_5_Phase_c_5_5_80,TT fault Data\5%\Phase_c_5%\5%_80%,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_80%\TTfault_25k_phase_c_5%_loading_80%_03.out,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_80%\TTfault_25k_phase_c_5%_loading_80%_02.out,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_80%\TT25kphasec5load80.inf,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_80%\TT25kphasec5load80.infx,25000.0,250000,250001,7.2,,faulty,5.0,C,80,80,False,TT_s5.0_pC_l80,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_5_Phase_c_5_5_NL,TT fault Data\5%\Phase_c_5%\5%_NL%,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_NL%\TTfault_25k_phase_c_5%_loading_NL_03.out,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_NL%\TTfault_25k_phase_c_5%_loading_NL_02.out,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_NL%\TT25kphasec5loadNL.inf,D:\Naveen\TT fault Data\5%\Phase_c_5%\5%_NL%\TT25kphasec5loadNL.infx,25000.0,250000,250001,7.2,,faulty,5.0,C,0,NL,False,TT_s5.0_pC_lNL,50000,,180000.0,200000.0,80000,179500,180500.0,199500.0
TT_fault_Data_Extra_TT_Fault_Cases_0_3_Phase_a_0_3_0_3_NL_fault_at_10_7_22,TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 10_7.22,D:\Naveen\TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 10_7.22\TTphaseAat0p3LoadingNLandFat7p220_03.out,D:\Naveen\TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 10_7.22\TTphaseAat0p3LoadingNLandFat7p220_02.out,D:\Naveen\TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 10_7.22\TTphaseAat0p3LoadingNLandFat7p220.inf,D:\Naveen\TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 10_7.22\TTphaseAat0p3LoadingNLandFat7p220.infx,25000.0,250000,250001,7.22,10.0,faulty,0.3,A,0,NL,True,TT_s0.3_pA_lNL,50000,,180500.0,200500.0,80000,180000,181000.0,200000.0
TT_fault_Data_Extra_TT_Fault_Cases_0_3_Phase_a_0_3_0_3_NL_fault_at_1_7_202,TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 1_7.202,D:\Naveen\TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 1_7.202\TT0phaseAat0p3LoadingNLandFat7p20_03.out,D:\Naveen\TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 1_7.202\TT0phaseAat0p3LoadingNLandFat7p20_02.out,D:\Naveen\TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 1_7.202\TT0phaseAat0p3LoadingNLandFat7p20.inf,D:\Naveen\TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 1_7.202\TT0phaseAat0p3LoadingNLandFat7p202.infx,25000.0,250000,250001,7.202,1.0,faulty,0.3,A,0,NL,True,TT_s0.3_pA_lNL,50000,,180050.0,200050.0,80000,179550,180550.0,199550.0
TT_fault_Data_Extra_TT_Fault_Cases_0_3_Phase_a_0_3_0_3_NL_fault_at_2_7_204,TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 2_7.204,D:\Naveen\TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 2_7.204\TT0phaseAat0p3LoadingNLandFat7p20_03.out,D:\Naveen\TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 2_7.204\TT0phaseAat0p3LoadingNLandFat7p20_02.out,D:\Naveen\TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 2_7.204\TT0phaseAat0p3LoadingNLandFat7p20.inf,D:\Naveen\TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 2_7.204\TT0phaseAat0p3LoadingNLandFat7p204.infx,25000.0,250000,250001,7.204,2.0,faulty,0.3,A,0,NL,True,TT_s0.3_pA_lNL,50000,,180100.0,200100.0,80000,179600,180600.0,199600.0
TT_fault_Data_Extra_TT_Fault_Cases_0_3_Phase_a_0_3_0_3_NL_fault_at_3_7_206,TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 3_7.206,D:\Naveen\TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 3_7.206\TT0phaseAat0p3LoadingNLandFat7p20_03.out,D:\Naveen\TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 3_7.206\TT0phaseAat0p3LoadingNLandFat7p20_02.out,D:\Naveen\TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 3_7.206\TT0phaseAat0p3LoadingNLandFat7p20.inf,D:\Naveen\TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 3_7.206\TT0phaseAat0p3LoadingNLandFat7p206.infx,25000.0,250000,250001,7.206,3.0,faulty,0.3,A,0,NL,True,TT_s0.3_pA_lNL,50000,,180150.0,200150.0,80000,179650,180650.0,199650.0
TT_fault_Data_Extra_TT_Fault_Cases_0_3_Phase_a_0_3_0_3_NL_fault_at_4_7_208,TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 4_7.208,D:\Naveen\TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 4_7.208\TT0phaseAat0p3LoadingNLandFat7p20_03.out,D:\Naveen\TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 4_7.208\TT0phaseAat0p3LoadingNLandFat7p20_02.out,D:\Naveen\TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 4_7.208\TT0phaseAat0p3LoadingNLandFat7p20.inf,D:\Naveen\TT fault Data\Extra TT Fault Cases\0.3%\Phase_a_0.3%\0.3%_NL_fault at 4_7.208\TT0phaseAat0p3LoadingNLandFat7p208.infx,25000.0,250000,250001,7.208,4.0,faulty,0.3,A,0,NL,True,TT_s0.3_pA_lNL,50000,,180200.0,200200.0,80000,179700,180700.0,199700.0
